"merge","id","id_str","name","screen_name","location","description","url","followers_count","friends_count","created_at","time_zone","lang","party"
"repdanmaffei",1057859527,1057859527,"Rep. Dan Maffei","RepDanMaffei","","The official Twitter account of Rep. Dan Maffei. Representing New York's 24th Congressional District which includes, Onondaga, Cayuga, Oswego & Wayne Counties.","http://t.co/wIWdcRak",2832,8,"Thu Jan 03 13:59:34 +0000 2013","Eastern Time (US & Canada)","en","D"
"repdavecamp",28176898,28176898,"Dave Camp","RepDaveCamp","4th District and D.C.","Republican Rep. for MI's 4th District, Chairman of the House Ways and Means Committee - http://t.co/yQxb7PYzBm","http://t.co/8dG05wGEWi",16411,6290,"Wed Apr 01 19:41:43 +0000 2009","Eastern Time (US & Canada)","en","R"
"repdavid",229197216,229197216,"Rep David Schweikert","RepDavid","Arizona","Serving Arizona's 6th District in the U.S. House of Representatives.","http://t.co/bsAbCTNMdl",10198,1954,"Tue Dec 21 19:48:02 +0000 2010","Central Time (US & Canada)","en","R"
"repdavideprice",155669457,155669457,"David E. Price","RepDavidEPrice","","I represent NC's 4th Congressional District in Congress, which includes parts of Alamance, Orange, Durham, Wake, Harnett, Chatham & Cumberland counties.","http://t.co/zg9J7gtFZ7",6904,2375,"Mon Jun 14 19:44:06 +0000 2010","Eastern Time (US & Canada)","en","D"
"repdavidscott",168673083,168673083,"David Scott","repdavidscott","Georgia","Representing Georgia's 13th Congressional District including Cobb, Douglas, Fayette, Fulton, Clayton, and Henry Counties.","http://t.co/86ovd85h30",6789,860,"Tue Jul 20 14:10:32 +0000 2010","Atlantic Time (Canada)","en","D"
"repdavidvaladao",1128514404,1128514404,"Rep. David Valadao","RepDavidValadao","Hanford, California","Proudly Representing California's 21st Congressional District.","http://t.co/qjFJoAGl",2649,207,"Mon Jan 28 16:19:14 +0000 2013","Eastern Time (US & Canada)","en","R"
"repdennisross",33655490,33655490,"Dennis Ross","RepDennisRoss","Lakeland, FL","Husband, Father, and Conservative Republican Congressman from       Central Florida #FL15 Hillsborough and Polk Counties. http://t.co/ppCnN4TrEx","http://t.co/49MwdfZvAT",8075,1246,"Mon Apr 20 20:43:13 +0000 2009","Eastern Time (US & Canada)","en","R"
"repderekkilmer",1058917562,1058917562,"Rep. Derek Kilmer","RepDerekKilmer","","Representing Washington's 6th District in the House of Representatives           FB: https://t.co/byKNKNH1UP","http://t.co/Gxq1ZBnp",3621,100,"Thu Jan 03 22:15:02 +0000 2013","Eastern Time (US & Canada)","en","D"
"repdesantis",1058807868,1058807868,"Ron DeSantis","RepDeSantis","427 Cannon","The Official Twitter account for Congressman DeSantis. Proudly representing Florida's 6th District. Stay connected through Facebook at http://t.co/WKpKHHXK!","http://t.co/4sM6hwE6",5479,1439,"Thu Jan 03 21:20:17 +0000 2013","Eastern Time (US & Canada)","en","R"
"repdianadegette",28599820,28599820,"Rep. Diana DeGette","RepDianaDeGette","Denver, CO","Member of Congress, Colorado's 1st Congressional District. Chief Deputy Whip & member of Energy and Commerce Committee.","http://t.co/ADHTXH6MGD",12496,11089,"Fri Apr 03 16:41:06 +0000 2009","Mountain Time (US & Canada)","en","D"
"repdianeblack",110545675,110545675,"Diane Black","RepDianeBlack","","Representing Tennessee's 6th Congressional District; 
nurse, small business owner and member of @WaysandMeansGOP & Budget Committee","http://t.co/gZ7oGBeE9o",10044,1390,"Mon Feb 01 22:58:22 +0000 2010","Eastern Time (US & Canada)","en","R"
"repdlamborn",584012853,584012853,"Rep. Doug Lamborn","RepDLamborn","Colorado Springs","Republican Congressman for Colorado's 5th Congressional District. For regular email updates visit: https://t.co/pMJai4eGQ6","http://t.co/aqwcNYRb0a",3846,652,"Fri May 18 16:01:17 +0000 2012",NA,"en","R"
"repdonaldpayne",1155335864,1155335864,"Donald Payne Jr.","RepDonaldPayne","www.facebook.com/DonaldPayneJr","Proudly serving New Jersey's 10th Congressional District; Ranking Member Homeland Security Subcommittee on Emergency Preparedness, Response, and Communications","http://t.co/X7zH0MlBcS",2139,554,"Wed Feb 06 22:52:35 +0000 2013","Eastern Time (US & Canada)","en","D"
"repdonnaedwards",82649553,82649553,"Rep Donna F Edwards","repdonnaedwards","Washington, D.C. ","Congresswoman representing Maryland's 4th Congressional District",NA,15736,251,"Thu Oct 15 16:04:37 +0000 2009","Eastern Time (US & Canada)","en","D"
"repdonyoung",37007274,37007274,"Rep. Don Young","repdonyoung","Ft. Yukon, AK","Merchant Marine, Teacher, State Rep, State Senator and finally Congressman for all Alaska for the last 40 years.","http://t.co/6pJmtT9wTN",7966,371,"Fri May 01 18:31:38 +0000 2009","Eastern Time (US & Canada)","en","R"
"repdougcollins",1060487274,1060487274,"Doug Collins","RepDougCollins","Gainesville, Georgia","Working for Georgia's 9th Congressional District. Find me @HouseJudiciary, @GOPOversight, @HouseForeign Committees in session, beautiful #GA09 all other times.","http://t.co/puX4lAK5i5",3329,593,"Fri Jan 04 13:43:55 +0000 2013","Eastern Time (US & Canada)","en","R"
"repduckworth",1058520120,1058520120,"Tammy Duckworth","RepDuckworth","","Official Twitter account for Tammy Duckworth's congressional office. Posts by staff unless signed - TD. For more information, visit","http://t.co/P41iF0yw",7635,2569,"Thu Jan 03 18:59:33 +0000 2013","Eastern Time (US & Canada)","en","D"
"repebj",168502762,168502762,"US Rep E.B.Johnson","RepEBJ","Dallas, Texas","Representing TX 30th Congressional District; Ranking Member of the House Committee on Science, Space and Technology; 1st Registered Nurse in Congress","http://t.co/bIJXUYo21y",10437,2029,"Mon Jul 19 14:25:48 +0000 2010","Quito","en","D"
"repedroyce",246769138,246769138,"Ed Royce","RepEdRoyce","Fullerton, CA & Washington, DC","U.S. Representative Ed Royce proudly serves the residents of California's 39th Congressional District and is Chairman of the @HouseForeign Affairs Committee.","http://t.co/1kVawHCOPQ",9539,390,"Thu Feb 03 12:40:15 +0000 2011","Eastern Time (US & Canada)","en","R"
"repedwhitfield",234906311,234906311,"Rep. Ed Whitfield","RepEdWhitfield","Hopkinsville, KY","Representative Ed Whitfield of Kentucky’s First Congressional District and Chairman of the House Subcommittee on Energy and Power.","http://t.co/AcRLH7PAM7",4084,243,"Thu Jan 06 21:36:56 +0000 2011","Central Time (US & Canada)","en","R"
"repeliotengel",164007407,164007407,"Eliot Engel","RepEliotEngel","","Congressman representing parts of the Bronx and Westchester Counties in New York #NY16","http://t.co/BVwX9Ov3sA",7128,564,"Wed Jul 07 20:34:17 +0000 2010","Eastern Time (US & Canada)","en","D"
"reperikpaulsen",17513304,17513304,"Rep. Erik Paulsen","RepErikPaulsen","Minnesota's 3rd Congressional","Proudly serving the people of Minnesota's Third Congressional District","http://t.co/qu2t0eG5E7",11509,2183,"Thu Nov 20 15:28:22 +0000 2008","Mountain Time (US & Canada)","en","R"
"repfinchertn08",249219716,249219716,"Stephen Fincher","RepFincherTN08","Frog Jump, TN","Congressman, Farmer, and Gospel Singer proudly serving the people of the 8th district of the great state of Tennessee.","http://t.co/TD5tKVmfm2",6873,1204,"Tue Feb 08 16:24:26 +0000 2011","Central Time (US & Canada)","en","R"
"repfitzpatrick",237944147,237944147,"Mike Fitzpatrick","RepFitzpatrick","Langhorne, PA","Proudly representing #PA8 in the US House of Representatives. Husband. Dad. @Eagles fan.      #BetterJobsMoreOpportunity","http://t.co/XKNHAfCEMB",7534,990,"Fri Jan 14 00:38:49 +0000 2011","Eastern Time (US & Canada)","en","R"
"repfleming",84620376,84620376,"John Fleming","RepFleming","Washington and Northwest, LA","The Official Twitter account for the office of Congressman John Fleming M.D. (R-LA). Retweets or Mentions do not equal endorsements.","http://t.co/i7V6wOZnpr",9440,242,"Fri Oct 23 15:42:30 +0000 2009","Eastern Time (US & Canada)","en","R"
"repfranklucas",242772524,242772524,"Frank Lucas","RepFrankLucas","","Fifth generation Oklahoman proudly representing the Third Congressional District of Oklahoma.","http://t.co/skfi9SUpUi",2499,83,"Tue Jan 25 15:24:07 +0000 2011","Atlantic Time (Canada)","en",NA
"repfredupton",124224165,124224165,"Fred Upton","RepFredUpton","St. Joseph, Michigan","I am proud to represent #Michigan's 6th District and serve as Chairman of @HouseCommerce","http://t.co/l6HwKLO9Gs",11768,4066,"Thu Mar 18 17:34:35 +0000 2010","Eastern Time (US & Canada)","en","R"
"repgaramendi",88806753,88806753,"John Garamendi","RepGaramendi","Walnut Grove, CA","Congressman for California's 3rd Congressional District, former Lieutenant Governor, Insurance Commissioner, Deputy Interior Secretary, state legislator","http://t.co/6IrGz7nriD",10474,8509,"Tue Nov 10 00:31:12 +0000 2009","Pacific Time (US & Canada)","en","D"
"repgarymiller",155642785,155642785,"Gary G. Miller","RepGaryMiller","Rancho Cucamonga, Ca","Proudly serving California's 31st Congressional District.","http://t.co/fZ1W4BPzX0",4738,71,"Mon Jun 14 18:12:40 +0000 2010","Eastern Time (US & Canada)","en","R"
"repgarypeters",236511574,236511574,"Gary Peters","RepGaryPeters","","Member of Congress proudly representing Michigan's 14th District.","http://t.co/X4ag8rN09X",6850,311,"Mon Jan 10 19:17:36 +0000 2011",NA,"en","D"
"repgenegreen",111635527,111635527,"Rep. Gene Green","RepGeneGreen","Houston, TX","Proudly serving the 29th Congressional District of Texas in Houston & East Harris County since 1993; Proud father of 2 & grandfather of 4; Texans & Astros fan","http://t.co/qUhjRXrVF9",6151,245,"Fri Feb 05 16:37:13 +0000 2010","Eastern Time (US & Canada)","en","D"
"repgoodlatte",37920978,37920978,"Bob Goodlatte","RepGoodlatte","Washington, DC","Proudly representing the Sixth Congressional District of Virginia in the U.S. House of Representatives. Chair of @HouseJudiciary. #VA06 #HJC113","http://t.co/RstG59QcaI",13030,254,"Tue May 05 13:18:55 +0000 2009","Eastern Time (US & Canada)","en","R"
"repgosar",240760644,240760644,"Rep. Paul Gosar, DDS","RepGosar","","Proudly representing Arizona's Fourth Congressional District.","http://t.co/zyc0Z67cqy",11953,3063,"Thu Jan 20 17:44:27 +0000 2011","Eastern Time (US & Canada)","en","R"
"repgracemeng",1051127714,1051127714,"Grace Meng","RepGraceMeng","","Representing NY's 6th Congressional District- Parts of West, Central and Northeast Queens.","http://t.co/P1ajY4Fn",4798,576,"Mon Dec 31 20:28:41 +0000 2012","Eastern Time (US & Canada)","en","D"
"repgregwalden",32010840,32010840,"Rep. Greg Walden","repgregwalden","Oregon","Proudly serving the people of Oregon's Second Congressional District.","http://t.co/OaQpygP0kf",10786,169,"Thu Apr 16 17:31:34 +0000 2009","Pacific Time (US & Canada)","en","R"
"repgusbilirakis",26051676,26051676,"Gus Bilirakis","RepGusBilirakis","Palm Harbor, Fla.","Congressman for Florida’s 12th Congressional District, Committees: @HouseCommerce @HouseVetAffairs","http://t.co/4oHwHdDPuy",10854,1187,"Mon Mar 23 17:56:32 +0000 2009","Quito","en","R"
"repguthrie",1908143071,1908143071,"Rep. Brett Guthrie","RepGuthrie","Kentucky's Second District","Fighting for conservative values in Washington while representing the people of Kentucky's 2nd Congressional District.*Official account","http://t.co/48HQtSYnPC",921,458,"Thu Sep 26 14:37:17 +0000 2013",NA,"en","R"
"repgutierrez",36948268,36948268,"Luis V. Gutierrez","RepGutierrez","Chicago and DC","I fight for the American dream as a Member of Congress representing the 4th District of IL. More social media/policy at: http://t.co/04CoTPmaMK","http://t.co/IXQkYWJ6Ek",36283,1289,"Fri May 01 14:03:50 +0000 2009","Eastern Time (US & Canada)","en","D"
"repgwenmoore",22669526,22669526,"Gwen Moore","RepGwenMoore","Washington, DC","Proudly representing Wisconsin’s Fourth Congressional District; mother, grandmother; loves poetry, reading, knitting and crocheting.","http://t.co/I1Ftj9tEVl",11138,522,"Tue Mar 03 20:02:57 +0000 2009","Eastern Time (US & Canada)","en","D"
"rephanabusa",235373000,235373000,"Colleen Hanabusa","RepHanabusa","Washington, D.C.","Proudly Representing Hawaii's First Congressional District","http://t.co/ABQUBg2Ysv",6361,811,"Sat Jan 08 01:13:45 +0000 2011","Eastern Time (US & Canada)","en","D"
"rephankjohnson",24745957,24745957,"Rep. Hank Johnson","RepHankJohnson","Lithonia, GA; Washington","I fight for justice, civil rights and working people the world over.","https://t.co/9yX6VnQSmY",10693,408,"Mon Mar 16 18:52:49 +0000 2009","Quito","en","D"
"rephartzler",237763317,237763317,"Rep. Vicky Hartzler","RepHartzler","Harrisonville, Missouri","I represent Missouri's 4th Congressional District in the U.S. House of Representatives. I am a wife and mother residing near Harrisonville.","http://t.co/67BpQ5eROP",7517,710,"Thu Jan 13 15:38:52 +0000 2011","Central Time (US & Canada)","en","R"
"rephensarling",18566912,18566912,"Jeb Hensarling","RepHensarling","Washington, D.C.","Fighting to control spending & tax increases while advancing the principles of family, free enterprise, and freedom.","http://t.co/N8cPbQA9ZA",11773,790,"Fri Jan 02 23:08:57 +0000 2009","Eastern Time (US & Canada)","en","R"
"repholding",1058460818,1058460818," George Holding","RepHolding","","Official Twitter account for Congressman George Holding, representing North Carolina's 13th Congressional District.","http://t.co/zH2CxxmUzu",3917,265,"Thu Jan 03 18:27:36 +0000 2013","Eastern Time (US & Canada)","en","R"
"rephuizenga",233949261,233949261,"Rep. Bill Huizenga","RepHuizenga","2nd District, MI","I serve the people of the 2nd District of Michigan. Member of Financial Services Committee. Father of 5. Visit http://t.co/Rj7T6mD76d for even more!","http://t.co/F9UwL81Pr9",8337,3560,"Tue Jan 04 14:01:28 +0000 2011","Eastern Time (US & Canada)","en","R"
"rephultgren",237814920,237814920,"Rep. Randy Hultgren","RepHultgren","","Member of Congress proudly representing Illinois' 14th District. Serving on @HouseScience @FinancialCmte Committees. Find me on FB at http://t.co/cAzY81jGee.","http://t.co/RxXWsFX5aP",7182,1751,"Thu Jan 13 18:03:42 +0000 2011","Central Time (US & Canada)","en","R"
"repjbridenstine",1092757885,1092757885,"Jim Bridenstine","RepJBridenstine","","Congressman Jim Bridenstine has the honor of serving Oklahoma's First Congressional District.","http://t.co/jyfO2zOWnk",14588,2622,"Tue Jan 15 17:33:38 +0000 2013","Central Time (US & Canada)","en","R"
"repjeffdenham",248699486,248699486,"Jeff Denham","RepJeffDenham","Modesto, CA","Working for the people of California's 10th district in the U.S. House of Representatives. http://t.co/8CkNyoIDFU","http://t.co/ygTJfTzvyw",8236,1521,"Mon Feb 07 15:01:35 +0000 2011","Atlantic Time (Canada)","en","R"
"repjeffduncan",240393970,240393970,"Rep. Jeff Duncan","RepJeffDuncan","","Christian, husband, father, former small business owner, and Congressman for South Carolina's Third Congressional District","http://t.co/SmkIIIuAlq",25172,12805,"Wed Jan 19 20:45:16 +0000 2011","Eastern Time (US & Canada)","en","R"
"repjeffmiller",1061292174,1061292174,"Rep. Jeff Miller","RepJeffMiller","Chumuckla, FL/Washington, D.C.","Congressman Jeff Miller represents Florida's First Congressional District.  He serves as Chairman of the House VA Committee.","http://t.co/ZE0GkWevnw",1318,27,"Fri Jan 04 20:01:32 +0000 2013",NA,"en","R"
"repjerrynadler",40302336,40302336,"Congressman Nadler","RepJerryNadler","New York, NY","Proud to represent parts of Manhattan and Brooklyn. I serve on the Judiciary and Transportation & Infrastructure committees.","http://t.co/bZgLYCXMkK",7343,970,"Fri May 15 18:37:39 +0000 2009","Quito","en","D"
"repjimcooper",22523087,22523087,"Jim Cooper","repjimcooper","Nashville, Tennessee","Official feed of U.S. Rep. Jim Cooper. Blue Dog Democrat representing Nashville area in Congress. Married with 3 great kids. Tweets by Jim & staff.","http://t.co/oqGeCZBvPf",6310,342,"Mon Mar 02 14:25:32 +0000 2009","Central Time (US & Canada)","en","D"
"repjimmatheson",46016028,46016028,"Rep. Jim Matheson","RepJimMatheson","","Representing Utah's 4th Congressional District","http://t.co/Vh4GOxqie2",8481,83,"Wed Jun 10 02:35:22 +0000 2009","Eastern Time (US & Canada)","en","D"
"repjimmcdermott",132201224,132201224,"Jim McDermott","RepJimMcDermott","","Proudly serving Washington State's 7th Congressional District","http://t.co/koCY9ld8kF",11030,1267,"Mon Apr 12 15:27:16 +0000 2010","Eastern Time (US & Canada)","en","D"
"repjimrenacci",236916916,236916916,"Rep. Jim Renacci","RepJimRenacci","","Serving my second term representing the great people of the 16th district of Ohio in the House of Representatives","http://t.co/Ugw15iFY0K",7792,611,"Tue Jan 11 17:20:35 +0000 2011","Quito","en","R"
"repjoebarton",19929362,19929362,"Joe Barton","RepJoeBarton","Texas and Washington, DC","I represent the 6th Congressional District of Texas.","http://t.co/UcrfIiWGdl",14055,99,"Mon Feb 02 20:30:20 +0000 2009","Eastern Time (US & Canada)","en","R"
"repjoecourtney",85396297,85396297,"Rep. Joe Courtney","RepJoeCourtney","","U.S. Congressman (CT-2) proudly representing eastern Connecticut.http://t.co/PmI5Hh73gK","http://t.co/AUFMDc1ZOx",9055,1752,"Mon Oct 26 19:45:09 +0000 2009","Eastern Time (US & Canada)","en","D"
"repjoecrowley",111635980,111635980,"Rep. Joe Crowley","repjoecrowley","","Proudly representing New York’s 14th Congressional District. Vice Chair of @HouseDemocrats. http://t.co/y9inUi3Oyt","http://t.co/rpWa8vRFR7",7429,406,"Fri Feb 05 16:39:11 +0000 2010","Eastern Time (US & Canada)","en","D"
"repjoeheck",222286905,222286905,"Congressman Joe Heck","RepJoeHeck","","Proudly serving Nevada's 3rd Congressional District","http://t.co/PntdfnNVtt",7433,83,"Thu Dec 02 23:59:37 +0000 2010","Eastern Time (US & Canada)","en","R"
"repjoekennedy",1055907624,1055907624,"Rep. Joe Kennedy III","RepJoeKennedy","","Official Twitter account of Congressman Joe Kennedy III, representing Massachusetts' 4th Congressional District.","http://t.co/a9JpcTCQqQ",12876,173,"Wed Jan 02 19:33:36 +0000 2013","Eastern Time (US & Canada)","en","D"
"repjoepitts",198526130,198526130,"CongressmanJoePitts","RepJoePitts","Pennsylvania","Joe Pitts represents the 16th Congressional District of Pennsylvania: http://t.co/NpQGE161wQ","http://t.co/FjblFT9ApQ",6063,73,"Mon Oct 04 15:09:48 +0000 2010","Eastern Time (US & Canada)","en","R"
"repjoewilson",254082173,254082173,"Joe Wilson","RepJoeWilson","","This is the official Congressional Twitter account for Congressman Joe Wilson (SC-02).","http://t.co/r5pKmJPZDn",3987,244,"Fri Feb 18 15:18:45 +0000 2011","Atlantic Time (Canada)","en",NA
"repjohnbarrow",22812434,22812434,"John Barrow","repjohnbarrow","Augusta, GA","Proudly representing Georgia's 12th District in Congress.","http://t.co/6ogBenOfoY",8342,434,"Wed Mar 04 18:34:00 +0000 2009","Eastern Time (US & Canada)","en","D"
"repjohncampbell",248718904,248718904,"John Campbell","RepJohnCampbell","Washington, D.C.","U.S. Congressman proudly serving California's 45th Congressional District. 

Chairman of the Financial Services Subcommittee on Monetary Policy and Trade","http://t.co/wKxzpgV1KH",6361,369,"Mon Feb 07 15:46:51 +0000 2011","Eastern Time (US & Canada)","en","R"
"repjohnconyers",138770045,138770045,"John Conyers","repjohnconyers","Detroit/Washington D.C. ","Official Twitter account for John Conyers, Jr., Representing Michigan's 13th Congressional District in the U.S. House of Representatives","http://t.co/oluJP0z1OD",14250,612,"Fri Apr 30 14:49:06 +0000 2010","Central Time (US & Canada)","en","D"
"repjohnkline",76350004,76350004,"John Kline","repjohnkline","Burnsville, MN","Serving my sixth term in Congress, I am married to wife, Vicky. I served 25 years in the Marine Corps, retiring at the rank of Colonel.","http://t.co/IXDFbn6hiK",6989,188,"Tue Sep 22 14:43:45 +0000 2009","Central Time (US & Canada)","en","R"
"repjohnlarson",50452197,50452197,"Rep. John Larson","RepJohnLarson","Hartford, CT","Member of Congress representing the first congressional district of Connecticut.","http://t.co/eaLsNmvun7",9179,331,"Wed Jun 24 21:47:31 +0000 2009","Central Time (US & Canada)","en","D"
"repjohnlewis",29450962,29450962,"John Lewis","repjohnlewis","Atlanta, GA","Congressman, Georgia's Fifth Congressional District","http://t.co/jkhd3kZYNd",48012,163,"Tue Apr 07 13:49:52 +0000 2009","Eastern Time (US & Canada)","en","D"
"repjohnyarmuth",384913290,384913290,"Rep. John Yarmuth","RepJohnYarmuth","Louisville, KY","Official Twitter Account for Congressman John Yarmuth, representing the 3rd Congressional District of Kentucky.","http://t.co/C5AFreYQvO",8116,234,"Tue Oct 04 15:07:38 +0000 2011","Central Time (US & Canada)","en","D"
"repjonrunyan",309267226,309267226,"Rep. Jon Runyan","RepJonRunyan","Mount Laurel, NJ","United States Congressman representing the Third District of New Jersey, which includes parts of Burlington and Ocean counties. Proud husband and father of 3.","http://t.co/9If7hknH84",5793,610,"Wed Jun 01 20:22:57 +0000 2011","Eastern Time (US & Canada)","en","R"
"repjoseserrano",33563161,33563161,"Jose E. Serrano","RepJoseSerrano","Bronx NY-Wash.DC","Congressman representing the South Bronx, New York.","http://t.co/jXKviVB0sc",11082,643,"Mon Apr 20 16:06:56 +0000 2009","Eastern Time (US & Canada)","en","D"
"repjuanvargas",1260172386,1260172386,"Rep. Juan Vargas","RepJuanVargas","SD/Imperial Counties, CA","Official Twitter account of Rep. Vargas, representing the southern portion of San Diego County, all of Imperial County and the entire CA US/Mexico border. #CA51","http://t.co/m3QdRCZFO0",2673,70,"Mon Mar 11 19:04:01 +0000 2013","Pacific Time (US & Canada)","en","D"
"repjudychu",193732179,193732179,"Judy Chu","RepJudyChu","Pasadena, CA","Official Twitter account for Judy Chu, Representing California's 27th District in the U.S. House of Representatives.","http://t.co/ifzdjzHS3k",10153,848,"Wed Sep 22 15:18:17 +0000 2010","Atlantic Time (Canada)","en","D"
"repjustinamash",233842454,233842454,"Justin Amash","repjustinamash","Michigan's Third District","I have the highest ratio of sweet to not-so-sweet tweets of any member of Congress. I defend #liberty & explain every vote @ http://t.co/hNv3Y90QUF.","http://t.co/Hsug7JDBca",50731,2790,"Tue Jan 04 07:09:11 +0000 2011","Eastern Time (US & Canada)","en","R"
"repkarenbass",239949176,239949176,"Congressmember Bass","RepKarenBass","Los Angeles & Washington","Representing California's 37th District, which includes Los Angeles, Hollywood, and Culver City. http://t.co/GIhGdxEhqh","http://t.co/1QNH7tmurQ",20800,15281,"Tue Jan 18 20:25:36 +0000 2011","Eastern Time (US & Canada)","en","D"
"repkaygranger",161743731,161743731,"OfficeofKayGranger","RepKayGranger","Texas and Washington","Congresswoman Kay Granger represents the 12th District of Texas. She is the Chairwoman of the Appropriations subcommittee on State-Foreign Operations.","http://t.co/oe3M6Ag5hD",7970,1092,"Thu Jul 01 17:14:51 +0000 2010","Central Time (US & Canada)","en","R"
"repkenmarchant",23976316,23976316,"Kenny Marchant","RepKenMarchant","Irving and Washington, D.C.","Proudly representing the 24th Congressional District of Texas | Member of @WaysandMeansGOP and @EdWorkforce Committees","http://t.co/oo2nzXGA8N",12067,2221,"Thu Mar 12 16:19:18 +0000 2009","Central Time (US & Canada)","en","R"
"repkevinbrady",19926675,19926675,"RepKevinBrady","RepKevinBrady","The Woodlands, Texas","Dad. Husband. Chairman of House W&M Health Subcommittee and Joint Economic Committee. Deputy Whip. Loves: Baseball and Texas.","http://t.co/Lg0O7I6yn9",12786,346,"Mon Feb 02 19:57:06 +0000 2009","Central Time (US & Canada)","en","R"
"repkevinyoder",252819642,252819642,"Rep. Kevin Yoder","RepKevinYoder","KS 3rd District & DC","I represent the 3rd District of Kansas in the United States Congress, where I serve on the House Appropriations Committee.","http://t.co/SFpm7Mapbi",7723,1487,"Wed Feb 16 00:04:41 +0000 2011","Central Time (US & Canada)","en","R"
"repkinzinger",219429281,219429281,"Adam Kinzinger","RepKinzinger","Channahon, IL","I represent Illinois' 16th District. It's an honor to serve in Congress on Energy & Commerce, Foreign Affairs, and as a pilot in the Air National Guard.","http://t.co/bj0YsxM4Zh",12055,929,"Wed Nov 24 21:04:11 +0000 2010","Central Time (US & Canada)","en","R"
"repkristinoem",235251868,235251868,"Rep. Kristi Noem","RepKristiNoem","Castlewood & Washington","I'm South Dakota's lone Member of the U.S. House of Representatives.  I live in Castlewood, SD with my husband Bryon and three kids Kassidy, Kennedy & Booker.","http://t.co/fEyTr9Km3c",13910,336,"Fri Jan 07 18:44:34 +0000 2011","Central Time (US & Canada)","en","R"
"replamalfa",1069124515,1069124515,"Rep. Doug LaMalfa","RepLaMalfa","Northern California","Representing California's First District including Siskiyou, Shasta, Tehama, Butte, Glenn, Modoc, Lassen, Plumas, Sierra, Nevada and Placer Counties","http://t.co/zhUYypSZHQ",1912,828,"Mon Jan 07 20:07:58 +0000 2013",NA,"en","R"
"replancenj7",613725908,613725908,"Rep. Leonard Lance","RepLanceNJ7","","Official Twitter Account for Congressman Leonard Lance.  Proudly Representing New Jersey's 7th Congressional District","http://t.co/p3s6ozw7xO",2618,221,"Wed Jun 20 20:19:40 +0000 2012","Eastern Time (US & Canada)","en","R"
"replankford",225921757,225921757,"Rep. James Lankford","RepLankford","OK-05 and Washington, DC","Serving the Fifth District of Oklahoma in the U.S. House of Representatives","http://t.co/fiJ2dQ6hZl",11357,448,"Sun Dec 12 20:33:07 +0000 2010",NA,"en","R"
"replarrybucshon",234812598,234812598,"Larry Bucshon, MD","RepLarryBucshon","Indiana's 8th District  ","Congressman representing Hoosiers from #IN08. Doctor. Chair of the Subcommittee on Research. https://t.co/d7dhyJ8HKC","http://t.co/UT2v2SuMuG",7521,1184,"Thu Jan 06 16:45:56 +0000 2011","Eastern Time (US & Canada)","en","R"
"replindasanchez",312134473,312134473,"Linda T. Sánchez","RepLindaSanchez","Lakewood,CA and Washington,DC","Proudly Representing California's 38th Congressional District; Ranking Member on House Ethics Committee; Senior Democratic Whip; Diehard Dodgers Fan.","http://t.co/j3uPhHLz80",6472,1098,"Mon Jun 06 16:50:45 +0000 2011",NA,"en","D"
"replloyddoggett",153944899,153944899,"Lloyd Doggett","RepLloydDoggett","Texas","Representing communities from San Antonio to Austin.","http://t.co/ukPGmJS3hB",9813,295,"Wed Jun 09 23:53:50 +0000 2010","Eastern Time (US & Canada)","en","D"
"replobiondo",241207373,241207373,"Frank LoBiondo","RepLoBiondo","#SouthJersey","Congressman proudly representing New Jersey's 2nd District","http://t.co/eXru2mi44P",5871,207,"Fri Jan 21 18:28:47 +0000 2011","Atlantic Time (Canada)","en","R"
"reploiscapps",292990703,292990703,"Lois Capps","RepLoisCapps","California ","U.S. Representative from California's 24th Congressional District","http://t.co/eVGEo0vfvh",7046,1806,"Wed May 04 15:39:31 +0000 2011","Quito","en","D"
"reploisfrankel",1077121945,1077121945,"Rep. Lois Frankel","RepLoisFrankel","","Representative from Florida's 22nd Congressional","https://t.co/z2JKcZoW",3681,360,"Thu Jan 10 16:58:38 +0000 2013","Eastern Time (US & Canada)","en","D"
"reploubarletta",239871673,239871673,"Rep. Lou Barletta","RepLouBarletta","","Proudly representing Pennsylvania's 11th Congressional District.","http://t.co/2bjJjbvMJ2",7789,1662,"Tue Jan 18 16:37:10 +0000 2011","Eastern Time (US & Canada)","en","R"
"replouiegohmert",22055226,22055226,"Louie Gohmert","replouiegohmert","","Member of Congress, representing the first district of Texas which encompasses over 12 counties stretching nearly 120 miles down the eastern border of Texas.","http://t.co/dvOOcVB1hy",36442,397,"Thu Feb 26 20:14:28 +0000 2009","Eastern Time (US & Canada)","en","R"
"replowenthal",1055730738,1055730738,"Rep. Alan Lowenthal","RepLowenthal","Long Beach, CA","Proudly serving California's 47th Congressional District. http://t.co/pHmhAyCM6J","http://t.co/0MV3JJn9EM",3989,2259,"Wed Jan 02 18:11:33 +0000 2013","Eastern Time (US & Canada)","en","D"
"replukemesser",1045853744,1045853744,"Rep. Luke Messer","RepLukeMesser","Shelbyville, IN","Congressman for Indiana's 6th Congressional District","http://t.co/ppXKMWSIGC",3752,635,"Sat Dec 29 20:06:12 +0000 2012","Eastern Time (US & Canada)","en","R"
